x, y
0.03, -0.95
0.03, -0.95
0.03, -0.95
0.03, -0.95
0.03, -0.95
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.95
0.03, -0.95
0.03, -0.95
0.03, -0.95
0.03, -0.95
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.01, -0.96
0.01, -0.96
0.01, -0.96
0.01, -0.96
0.01, -0.96
0.01, -0.96
0.01, -0.96
0.01, -0.96
0.01, -0.96
0.01, -0.96
0.01, -0.96
0.01, -0.96
0.01, -0.97
0.01, -0.97
0.01, -0.97
0.01, -0.97
0.01, -0.97
0.01, -0.96
0.01, -0.96
0.01, -0.96
0.01, -0.96
0.01, -0.96
0.01, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.02, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
0.03, -0.96
